text,simplified_text
"kichik tadbirkorlik subyektlariga mansubligi, davlat va xoʻjalik boshqaruvi organlari tuzilmasiga kirishi; maʼlumotnoma tusidagi koʻrsatkichlar — pochta manzili, telefonlar raqami, taʼsischilari","kichik tadbirkorlik subyektlariga mansub, davlat va xoʻjalik boshqaruvi organlari tuzilmasiga kirish; ma'lumotnomada ko'rsatkichlar — pochta manzili, telefon raqamları, ta'sischilar"
KTUT — KTYADRga kiritishda yuridik shaxsga beriladigan va statistika kuzatuvlarini amalga oshirish jarayonida foydalaniladigan individual raqam hisoblanadi.,"KTUT - KTYADRga kiritiladigan yuridik shaxs, statistika kuzatuvlarni amalga oshirish jarayonida foydalaniladigan individual raqamdir."
Tasniflash koʻrsatkichlarini aniqlash uchun statistika ishlarini tashkil etish uchun zarur boʻlgan iqtisodiy-statistika tasniflagichlari qoʻllanadi.,Iqtisodiy-statistika tasniflagichlari statistika ishlaringiz uchun ko'rsatkichlarni aniqlaydi.
Statistika organlari oʻrtasida axborot almashishni birxillashtirish maqsadida soliq va roʻyxatdan oʻtkazuvchi organlar tomonidan KTYADRda STIRdan foydalaniladi. 3-bob.,Statistika organlari axborot almashishni birxillashtirish uchun KTYADRda STIRdan foydalaniladi. 3-bob.
KTYADRni yuritish quyidagi holatlarda maʼlumotlarning elektron bazasiga tegishli yozuvni kiritishni oʻz ichiga oladi: a) yuridik shaxsni davlat roʻyxatidan oʻtkazishda; b),KTYADRni yuritish quyidagi holatlarda ma'lumotlarni kiritishga imkon beradi: a) yuridik shaxsni davlat ro'yxatidan o'tkazishda; b)
yuridik shaxsning taʼsis hujjatlariga oʻzgartirish va qoʻshimchalarni davlat roʻyxatidan oʻtkazishda; v) yuridik shaxsni qayta tashkil etishni davlat roʻyxatidan oʻtkazishda; g),yuridik shaxsning taʼsis hujjatlariga oʻzgartirish va qoʻshimchalarni qoʻshishda; v) yuridik shaxsni qayta tashkil etishda; g)
tugatish jarayonining toʻxtatilganligi toʻgʻrisidagi maʼlumotlar olinganda; e) yuridik shaxsning joylashgan yeri (pochta manzili) oʻzgarganda; j) yuridik shaxsning asosiy faoliyat turi,ma'lumotlar olinganda tugatish jarayonining to'xtatilganligi; e) yuridik shaxsning manzili o'zgarganda; j) yuridik shaxsning asosiy faoliyat turi
va unda ishlayotganlarning oʻrtacha yillik soni oʻzgarganda — yillik statistika hisoboti asosida hamda yuridik shaxslar va (yoki) roʻyxatdan oʻtkazuvchi organlarning,Va unda ishlayotganlarning oʻrtacha yillik soni oʻzgarganda — yillik statistika hisoboti asosida hamda yuridik shaxslar va (yoki) roʻyxatdan oʻtkazuvchi organlaring.
murojaatlari asosida quyidagi hollarda: yuridik shaxs yangi tashkil etilgan vaqtda asosiy faoliyat turi (IFUT) kodini biriktirishda yoki xodimlar soni toʻgʻrisidagi,quyidagicha holda murojaat qilish: yangi tashkil etilgan shaxs IFUT kodini va xodimlar soni haqida ma'lumot berishda.
"maʼlumotni toʻldirishda noaniqlikka yoʻl qoʻyilgan deb hisoblanganda; yuridik shaxs faoliyat koʻrsatmayotganda, qoʻshib olish yoʻli bilan qayta tashkil etilganda, belgilangan tartibda","noaniqlikka yo'l qo'ylgan bo'lganda ma'lumotni to'ldirishda; yuridik shaxs faoliyat ko'shatmayotganda, qo'shib olish bilan qayta tashkil etilganda, belgilangan tartibda"
"faoliyati tiklanganda; yuridik shaxs qayta roʻyxatdan oʻtib, taʼsis hujjatlarida ushbu faoliyat turi asosiy faoliyat turi deb belgilanganda; yuridik shaxs maʼlum","yuridik shaxs qayta roʻyxatdan o'tib, faoliyat turi ushbu faoliyat turi bo'lganiga e'tiraf qilganda; yuridik shaxs ma'lum."
KTYADR milliy statistika tizimida qoʻllanadigan dasturiy-texnologik vositalardan foydalangan holda elektron shaklda yuritiladi.,"KTYADR milliy statistika tizimida ishlab chiqarilgan dasturlarni foydalanib, elektronda amalga oshiriladi."
Korxonalar va tashkilotlarning yagona davlat registri toʻgʻrisidagi nizomga ILOVA Korxonalar va tashkilotlarning yagona davlat reyestridagi yuridik shaxs toʻgʻrisidagi MAʼLUMOTLAR 1.,Korxonalar va tashkilotlarning yagona davlat registri haqida ma'lumotlar ILOVA Korxonalar va tashkilotlarning yagona davlat reyestridan. 1
Yuridik shaxsning nomi Toʻliq: Qisqacha: 2. Joylashgan yeri (pochta manzili) Telefon raqami: Elektron manzili (tashkilot yoki muassisning): 3.,"Yuridik shaxsning nomi: 
To'liq: Qisqacha: 
Joylashgan yeri (pochta manzili): 
Telefon raqami: 
Elektron manzili (tashkilot yoki muassisning):"
Jami ustav jamgʻarmasi 6. Xodimlarning moʻljallanayotgan soni*: _________________________ kishi *yangi tashkil etilgan yuridik shaxslar uchun 7.,Jami ustav jamgʻarmasi 6. Xodimlar soni: _________________________ kishi *Yangi tashkil etilgan yuridik shaxslar uchun 7.
Yakka tartibdagi tadbirkorlar shugʻullanishi mumkin boʻlgan faoliyat turlari roʻyxati 1-ilovaga muvofiq tasdiqlansin.,Yakka tartibdagi tadbirkorlar shug'ullanishi mumkin bo'lgan faoliyat turlari ro'yxati 1-ilovaga munosabatli tasdiqlansin.
"Belgilansinki, jismoniy shaxslar 2011-yil 1-apreldan boshlab ushbu qaror bilan tasdiqlangan Roʻyxatga kiritilmagan faoliyat turlarini amalga oshirishi mumkin emas. 3.","Belgilansungi, jismoniy shaxslar 2011-yil 1-apreldan keyin bu qarordagi ro'yxatga kiritilmagan faoliyat turlari amalda ishlab bo'lmaydi."
Oʻzbekiston Respublikasi Hukumatining 2-ilovaga muvofiq ayrim qarorlari oʻz kuchini yoʻqotgan deb hisoblansin. 6.,Oʻzbekiston Respublikasi Hukumatining 2-ilovaga munosabatli ayrim qarorlari o'z kuchini yo'qotgan deb hisoblanadi. 6.
Mazkur qarorning bajarilishini nazorat qilish Oʻzbekiston Respublikasi Bosh vazirining birinchi oʻrinbosari R.S.,Oʻzbekiston Respublikasi Bosh vazirining birinchi oʻrinbosari nazorat qilishi mazkur qarorning bajarilishiga.
Dehqon bozorlarida qishloq xoʻjaligi mahsulotlari bilan chakana savdo qilish 4.,Qishloq xoʻjaligi mahsulotlari dehqon bozorlarda chakana satilishi 4.
"Gazetalar, jurnallar va kitob mahsulotlari bilan chakana savdo qilish 5.","Gazetalar, jurnallar va kitoblar o'ynasi 5."
"Qonun hujjatlarida belgilangan roʻyxat boʻyicha hunarmandchilik faoliyati. III. Maishiy xizmatlar, II boʻlimda nazarda tutilganlaridan tashqari: 6.","Hunarmandchilik faoliyatini qonun hujjatlari bo'yicha ro'yxatga kiritish. III. Maishiy xizmatlar, II bo'limda nazarda tutilganlaridan tashqari: 6."
"Sartaroshlik xizmatlari, manikyur, pedikyur, kosmetolog xizmatlari va shunga oʻxshash boshqa xizmatlar 7.","Sartaroshlik, manikyur, pedikyur, kosmetolog xizmatlari va boshqa similar xizmatlar 7."
"Kir yuvish, quruq va kimyoviy tozalashni tashkil etish, shuningdek, dazmollash xizmatlari 8.","Kir yuvish, quruq va kimyoviy tozalash xizmatlari, unda ham dazmollash xizmatlari 8."
"Hayvonlar terilari, moʻyna, toʻqimachilik, charm buyumlar va boshqa buyumlarni oshlash va boʻyash 11.","Hayvonlar terilari, mo'ynaga, to'qimacha, charm buyum va boshqa buyumlarni olish va bo'yash 11."
"Aholining yakka tartibdagi buyurtmalari boʻyicha poyabzal tikish, poyabzalni taʼmirlash, boʻyash va tozalash 12.","Aholining bir biriga qarshidagi buyurtmalari bo'yicha poyabzal tikish, ta'mirlash, bo'ya va tozalash 12."
Attorlik buyumlarini tayyorlash va taʼmirlash 13. Bijuteriya va jevaklarni tayyorlash va taʼmirlash 14.,Attorlik buyumlarini yashtirish va ta'mirlash 13. Bijuteriya va jevaklarni yashtirish va ta'mirlash 14.
Kalitlar tayyorlash 15. Metall va tunuka buyumlar tayyorlash va taʼmirlash 16.,Kalitlar tayyorlangan. 15. Metall va tunukalar tayyorlangan va ta'mirlangan. 16.
"Gulchambarlar (shu jumladan, motam gulchambarlari), sunʼiy gullar, ikebana, gul marjonlarini tayyorlash 17.","Gulchambarlar (shu jumladan, motam gulchambarlari), sun'iy gullar, ikebana va gul marjonlarini tayyorlash 17."
"Toʻsiqlar, haykallar, metalldan yasalgan gulchambarlarni tayyorlash va taʼmirlash 18. Yogʻochdan eshik, deraza va boshqa buyumlar tayyorlash 19.","Toʻsiqları, haykallar, metalldan yasalgan gulchambarlarni tayyorlaymiz va taʼmirlaymiz. 18-yogʻochdan eshik, deraza va boshqa buyumlar tayyorlaymiz. 19"
"Inventarni (xoʻjalik, sport, baliqchilik va hokazo) taʼmirlash va tayyorlash 20.","Inventarni xoʻjalik, sport, baliqchilik va hokazo tayyorlash 20."
"Kesuvchi buyumlar va asboblarni charxlash 21. Tayyor mebelni yigʻish, taʼmirlash va drapirovka qilish 22.","Kesuvchi buyumlarni va asboblarni charxlaydi. 21. Mebelni yig'ib, ta'mirlab, drapirovka qiladi. 22."
"Optika, soatlarni taʼmirlash va metall, plastmassa, sopol, fayans, tosh, kartondan mahsulotlarda oʻymakorlik ishlari (qavariq yozuvlar va tasvirlar tushirish) 25.","Optika, soatlarni taʼmirlash va metall, plastmassa, sopol, fayans, tosh, kartondan mahsulotlarda oʻymakorlik ishlari (qavariq yozuvlar va tasvirlar tushirish) 25."
"Radioelektron apparatlar, maishiy mashinalar, maishiy priborlar, ofis mashinalari va hisoblash texnikasini taʼmirlash, oʻrnatish va ularga texnik xizmat koʻrsatish 26.","Radioelektron apparatlarni, maishiy mashinalarni, maishiy priborlarni, ofis mashinalarini va hisoblash texnikasini ta'mirlash, o'rnatish va ularga texnik xizmat ko'rsatish 26."
"Sanitariya-texnika xizmatlari va payvandlash ishlari 28. Shisha va oynalarni kesish, shishaga badiiy ishlov berish 29.","Санитарная техника обслуживание и связь. 28. Шиши и окна чистим, шишу простыми методами обрабатываем 29."
Binolarga oyna oʻrnatish xizmatlari 30. Jamoat hojatxonalari xizmatlari 31. Hammom va sauna xizmatlari 32.,"Binolarga oyna o'rnatish, 30. Jamoat hojatxonalari, 31. Hammom va sauna, 32."
"Turar joylarni yigʻishtirish xizmatlari 33. Hovlilar va bogʻlarga qarash xizmatlari, shuningdek, koʻkalamzorlashtirish ishlari 34.","Turar joylarni yigʻishtirish xizmatlari, hovlilar va bogʻlarga qarash xizmatlari, koʻkalamzorlashtirish ishlari."
"Bogʻlar, polizlar va dov-daraxtlarni zararkunandalar va kasalliklardan himoya qilish 35.","Bog'lar, polizlar va dov-daraxtlardan zararkun bo'lib, kasalliklardan himoya qilish 35."
Oilaviy mehmon uylari va xostellarni qonun hujjatlarida belgilangan tartibda tashkil etish IV Faoliyatning boshqa turlari: 38.,
"Qadoqlash uskunalaridan foydalanmagan holda uy sharoitida milliy shirinliklar, qandolat mahsulotlari, qurtni tayyorlash va sotish 39.","Uy sharoitida milliy shirinliklar va qandolat mahsulotlari, qurt tayyorlash va sotish 39."
Oʻlchov vositalari tayyorlash va ularni prokatga berish 43. Aholi uchun turar va noturar joylarni taʼmirlash boʻyicha xizmatlar 44.,Oʻlchov vositalari tayyorlaydi va prokatga beradi. 43. Aholi uchun turar va noturar joylarni taʼmirlaydi. 44.
"Repetitorlik xizmatlari 45. Tarjima xizmatlari, tahrir xizmatlari 46. Bolalarning oʻyinchoq avtomatlari bilan bogʻliq xizmatlar 47.",Repetitorlik xizmatlari 45. Tarjima va tahrir xizmatlari 46. Bolalar oynachki avtomatlar bilan bog'liq xizmatlar 47.
"Axborotning kriptografik himoyasi vositalarini loyihalash, yaratish, ishlab chiqarish, sotish, taʼmirlash va ulardan foydalanish 48.","Kriptografiya vositalarini yaratish, ishlab chiqarish, sotish, ta'mirlash va foydalanish 48."
"Dizayn boʻyicha xizmatlar (grafik, interyer, mebel va hokazolar), shuningdek, chizmachilik-grafika ishlari, shuningdek, rassomlik sanʼati 49.","Xizmatlar: dizayn (grafik, interyer, mebel va hokazolar), chizmachilik-grafika, rassomlik san'ati (49)."
Tashrif qogʻozlari va taklifnoma biletlarini tayyorlash va bosish 51. Muqovalash ishlari 52.,Tashrif qo'ngizda bo'lish va taklifni berish 51. Muqova ishlar 52.
Reklamani ishlab chiqish va joylashtirish 53. Sugʻurta agentlari tomonidan koʻrsatiladigan xizmatlar 54.,Reklama yaratilishi va joylandishi 53. Sug'urta agentlari tarixiy xizmatlarini 54.
"Konsert-tomosha faoliyatini amalga oshirish 55. Tantanali marosimlarni tashkil etish xizmatlari (toʻy, yubiley, tugʻilgan kun va hokazolar) 56.","Konsert-tomosha faoliyatini amalga oshirish 55. Tantanali marosimlarni tashkil etish xizmatlari (toy, yubiley, tug'ilgan kuni va hokazolar) 56."
"Koʻylak va kostumlarni, shuningdek, ularga aksessuarlarni prokatga berish 57. Ijtimoiy xizmatlar (bolalar, bemorlar va keksa kishilarga qarash xizmatlari) 58.","Koʻylak va kostumlar, aksessuarlar hamda ularga berish 57. Ijtimoiy xizmatlar (bolalar, bemorlar va keksa kishilarga qarash xizmatlari) 58."
"Jismoniy tarbiya-sogʻlomlashtirish faoliyati (sheyping, aerobika, sport seksiyalari, salomatlik guruhlari), trenerlik xizmatlari 59.","Jismoniy tarbiya va sog'lamlashtirish (sheyping, aerobika, sport seksiyalari, salomatlik guruhlari) faoliyati va trenerlik xizmatlari 59."
Davlat-xususiy sheriklik asosida tashkil etilgan nogironligi boʻlgan bolalar uchun kunduzgi parvarish xizmati 61.,Nogironli bolalar uchun kunduzgi parvarish xizmati 61.
Tulumni shishirish xizmatlari (taksidermik ishlar) 62. Tegirmonlarda donni maydalash (tozalash) xizmatlari 63.,
Mol soʻyish xizmatlari 64. Uy hayvonlariga qarash xizmatlari 65. Veterinariya faoliyati 66.,Молоко продажа услуги 64. Услуги для домашних животных 65. Ветеринарная деятельность 66.
Yuklarni avtomobil transportida tashish 67. Yoʻlovchilar va yuklarni daryo transportida tashish 68.,Avtomobillardan yuqorilarni tashish 67. Daryodagi yo'vchilar va yuqorilarni tashish 68.
"Oʻsimlik, hayvonlar va minerallardan tayyorlangan dorivor xom ashyoni yetishtirish, yigʻishtirish, tayyorlash va sotish 69.","Oʻsimlik, hayvonlar va minerallardan tayyorlandi. Xom ashyonini yetishtrish, yigʻishtirish, tayyorlash va sotish 69."
Gullar va dekorativ daraxtlar yetishtirish va sotish (shu jumladan bonsay sanʼati) 70.,"Гуллар и декоративные растения выращивать и продавать (например, бонсай искусство) 70."
"Akvarium baliqlari, dekorativ qushlar va boshqa hayvonlarni koʻpaytirish va sotish 71.","Akvariumda baliqlar, dekorativ qushlar va boshqa hayvonlar ko'pyutilish va sotiladilar. 71"
